url,Title,Title_link,US Publisher,Month Read,Month Read,Year Read,Seq,_url_input,Month Published,Year Published,Picked By,Rating,Ratings,Reviews,Pages,Series,
https://swordandlaser.fandom.com/wiki/Book_List,The Brand,https://swordandlaser.fandom.com/wiki/The_Brand,CreateSpace Independent Publishing Platform,Apr '14,Apr,2014,59a,https://swordandlaser.fandom.com/wiki/Book_List,Jan,2014,Kickstarter,2.73,30,7,224,,
https://swordandlaser.fandom.com/wiki/Book_List,Altered Carbon,https://swordandlaser.fandom.com/wiki/Altered_Carbon,Del Rey (Random House),Mar '14,Mar,2014,58,https://swordandlaser.fandom.com/wiki/Book_List,Feb,2002,Poll,4.05,83327,5643,526,Takeshi Kovacs #1,
https://swordandlaser.fandom.com/wiki/Book_List,A Wizard of Earthsea,https://swordandlaser.fandom.com/wiki/A_Wizard_of_Earthsea,Parnassus Press (Hachette),Feb '14,Feb,2014,57,https://swordandlaser.fandom.com/wiki/Book_List,Nov,1968,Veronica,3.99,226922,8904,183,Earthsea Cycle #1,
https://swordandlaser.fandom.com/wiki/Book_List,The Einstein Intersection,https://swordandlaser.fandom.com/wiki/The_Einstein_Intersection,Ace Books (Penguin Random House),Jan '14,Jan,2014,56,https://swordandlaser.fandom.com/wiki/Book_List,,1967,Tom,3.57,4253,376,136,,
https://swordandlaser.fandom.com/wiki/Book_List,His Majesty's Dragon,https://swordandlaser.fandom.com/wiki/His_Majesty%27s_Dragon,Del Rey (Penguin Random House),Dec '13,Dec,2013,55a,https://swordandlaser.fandom.com/wiki/Book_List,Jan,2006,Tom,4.05,73868,6177,356,Temeraire #1,
https://swordandlaser.fandom.com/wiki/Book_List,A Natural History of Dragons: A Memoir by Lady Trent,https://swordandlaser.fandom.com/wiki/A_Natural_History_of_Dragons:_A_Memoir_by_Lady_Trent,Tor Books (Macmillan),Dec '13,Dec,2013,55,https://swordandlaser.fandom.com/wiki/Book_List,Feb,2013,Veronica,3.82,22480,3369,334,The Memoirs of Lady Trent #1,
https://swordandlaser.fandom.com/wiki/Book_List,Ancillary Justice,https://swordandlaser.fandom.com/wiki/Ancillary_Justice,Orbit (Hachette),Nov '13,Nov,2013,54,https://swordandlaser.fandom.com/wiki/Book_List,Oct,2013,Tom,3.98,75152,8258,386,Imperial Radch #1,
https://swordandlaser.fandom.com/wiki/Book_List,Boneshaker,https://swordandlaser.fandom.com/wiki/Boneshaker,Tor Books (Macmillan),Oct '13,Oct,2013,53,https://swordandlaser.fandom.com/wiki/Book_List,Jun,2009,Veronica,3.5,30498,4037,416,The Clockwork Century #1,
https://swordandlaser.fandom.com/wiki/Book_List,The Demolished Man,https://swordandlaser.fandom.com/wiki/The_Demolished_Man,Shasta Publishers [1947-1957],Sep '13,Sep,2013,52,https://swordandlaser.fandom.com/wiki/Book_List,Mar,1953,Tom,3.99,27004,1261,250,,
https://swordandlaser.fandom.com/wiki/Book_List,The Curse of Chalion,https://swordandlaser.fandom.com/wiki/The_Curse_of_Chalion,Eos (Harper Collins),Aug '13,Aug,2013,51,https://swordandlaser.fandom.com/wiki/Book_List,Dec,2000,Tom & Veronica,4.15,31113,2194,490,"World of the Five Gods (Publication) #1, World of the Five Gods (Chronological) #2",
